anio,semana,nombreestacion,temperatura_promedio
2013,18,VILLANUEVA,20.889285714285716
2013,19,PAJARITO - AUT,18.904761904761905
2013,19,VILLANUEVA,21.711309523809526
2013,20,PAJARITO - AUT,19.139285714285716
2013,20,VILLANUEVA,21.951190476190476
2013,21,PAJARITO - AUT,18.58203592814371
2013,21,VILLANUEVA,21.551533742331287
2013,22,PAJARITO - AUT,18.4430303030303
2013,22,VILLANUEVA,21.44787878787879
2013,23,PAJARITO - AUT,19.857738095238094
2013,23,VILLANUEVA,23.291666666666668
2013,24,PAJARITO - AUT,19.70297619047619
2013,24,VILLANUEVA,5.5715596330275226
2013,25,PAJARITO - AUT,20.289285714285715
2013,25,VILLANUEVA,1.1627906976744184
2013,26,PAJARITO - AUT,18.664670658682635
2013,26,VILLANUEVA,3.4419354838709677
2013,27,PAJARITO - AUT,18.507738095238096
2013,27,VILLANUEVA,4.557142857142857
2013,28,PAJARITO - AUT,19.360119047619047
2013,28,VILLANUEVA,2.3743589743589744
2013,29,PAJARITO - AUT,19.970238095238095
2013,29,VILLANUEVA,1.4144736842105263
2013,30,PAJARITO - AUT,19.83154761904762
2013,30,VILLANUEVA,1.1611650485436893
2013,31,PAJARITO - AUT,19.947619047619046
2013,31,VILLANUEVA,3.211111111111111
2013,32,PAJARITO - AUT,18.39404761904762
2013,33,PAJARITO - AUT,18.9875
2013,34,PAJARITO - AUT,19.23035714285714
2013,35,PAJARITO - AUT,19.446428571428573
2013,36,PAJARITO - AUT,17.882142857142856
2013,37,PAJARITO - AUT,18.81556886227545
2013,38,PAJARITO - AUT,20.53202614379085
2013,38,VILLANUEVA,5.355555555555556
2013,39,PAJARITO - AUT,19.369277108433735
2013,39,VILLANUEVA,18.3
2013,40,PAJARITO - AUT,18.73734939759036
2013,40,VILLANUEVA,21.538095238095238
2013,41,PAJARITO - AUT,19.33952095808383
2013,41,VILLANUEVA,22.25
2013,42,PAJARITO - AUT,18.572289156626507
2013,42,VILLANUEVA,21.25212121212121
2013,43,PAJARITO - AUT,18.880357142857143
2013,43,VILLANUEVA,18.84175257731959
2013,44,PAJARITO - AUT,18.04285714285714
2013,44,VILLANUEVA,21.183333333333334
2013,45,PAJARITO - AUT,17.59760479041916
2013,45,VILLANUEVA,20.088023952095806
2013,46,PAJARITO - AUT,19.825
2013,46,VILLANUEVA,22.729761904761904
2013,47,PAJARITO - AUT,18.026190476190475
2013,47,VILLANUEVA,20.648214285714285
2013,48,PAJARITO - AUT,17.620833333333334
2013,48,VILLANUEVA,20.20297619047619
2013,49,PAJARITO - AUT,18.10297619047619
2013,49,VILLANUEVA,20.83095238095238
2013,50,PAJARITO - AUT,19.15416666666667
2013,50,VILLANUEVA,22.045238095238094
2013,51,PAJARITO - AUT,18.279640718562874
2013,51,VILLANUEVA,21.232738095238094
2013,52,PAJARITO - AUT,18.70297619047619
2013,52,VILLANUEVA,21.22738095238095
2014,1,PAJARITO - AUT,19.332738095238096
2014,1,VILLANUEVA,22.264285714285716
2014,2,PAJARITO - AUT,17.82814371257485
2014,2,VILLANUEVA,20.5814371257485
2014,3,PAJARITO - AUT,19.726190476190474
2014,3,VILLANUEVA,22.738690476190477
2014,4,PAJARITO - AUT,18.991616766467065
2014,4,VILLANUEVA,21.867261904761904
2014,5,PAJARITO - AUT,18.84431137724551
2014,5,VILLANUEVA,21.769277108433734
2014,6,PAJARITO - AUT,19.005357142857143
2014,6,VILLANUEVA,21.902380952380952
2014,7,PAJARITO - AUT,19.56547619047619
2014,7,VILLANUEVA,22.55
2014,8,PAJARITO - AUT,18.69503105590062
2014,8,VILLANUEVA,21.380254777070064
2014,9,PAJARITO - AUT,18.882978723404257
2014,9,VILLANUEVA,21.831297709923664
2014,10,PAJARITO - AUT,18.048275862068966
2014,10,VILLANUEVA,20.742857142857144
2014,11,PAJARITO - AUT,18.487577639751553
2014,11,VILLANUEVA,20.816025641025643
2014,12,PAJARITO - AUT,20.135329341317366
2014,12,VILLANUEVA,23.026623376623377
2014,13,PAJARITO - AUT,19.919760479041916
2014,13,VILLANUEVA,22.45769230769231
2014,14,PAJARITO - AUT,20.370833333333334
2014,14,VILLANUEVA,21.6046511627907
2014,15,PAJARITO - AUT,20.3289156626506
2014,15,VILLANUEVA,22.615254237288134
2014,16,PAJARITO - AUT,19.137951807228916
2014,16,VILLANUEVA,21.948148148148146
2014,17,PAJARITO - AUT,18.233333333333334
2014,17,VILLANUEVA,20.957407407407405
2014,18,PAJARITO - AUT,19.025925925925925
2014,18,VILLANUEVA,22.187179487179485
2014,19,PAJARITO - AUT,17.90059880239521
2014,19,VILLANUEVA,20.591975308641977
2014,20,PAJARITO - AUT,19.367857142857144
2014,20,VILLANUEVA,22.21851851851852
2014,21,PAJARITO - AUT,19.173831775700933
2014,21,VILLANUEVA,22.311486486486487
2014,22,VILLANUEVA,22.76788990825688
2014,23,VILLANUEVA,22.395384615384614
2014,24,VILLANUEVA,23.12054794520548
2014,25,VILLANUEVA,23.857236842105266
2014,26,VILLANUEVA,22.372611464968152
2014,27,VILLANUEVA,23.073493975903613
2014,28,VILLANUEVA,23.52121212121212
2014,29,VILLANUEVA,23.72910447761194
2014,30,VILLANUEVA,24.821153846153848
2014,31,VILLANUEVA,24.354368932038835
2014,32,VILLANUEVA,23.948484848484846
2014,33,VILLANUEVA,23.211764705882356
2014,49,APTO OLAYA HERRERA - TX GPRS,21.536190476190477
2014,50,APTO OLAYA HERRERA - TX GPRS,20.54345238095238
2014,51,APTO OLAYA HERRERA - TX GPRS,21.46666666666667
2014,52,APTO OLAYA HERRERA - TX GPRS,23.04047619047619
2015,1,APTO OLAYA HERRERA - TX GPRS,23.2
2015,2,APTO OLAYA HERRERA - TX GPRS,23.177380952380954
2015,3,APTO OLAYA HERRERA - TX GPRS,22.30952380952381
2015,4,APTO OLAYA HERRERA - TX GPRS,21.48392857142857
2015,5,APTO OLAYA HERRERA - TX GPRS,21.935714285714283
2015,6,APTO OLAYA HERRERA - TX GPRS,21.74047619047619
2015,7,APTO OLAYA HERRERA - TX GPRS,21.753571428571426
2015,8,APTO OLAYA HERRERA - TX GPRS,22.925
2015,9,APTO OLAYA HERRERA - TX GPRS,22.65357142857143
2015,10,APTO OLAYA HERRERA - TX GPRS,22.75595238095238
2015,11,APTO OLAYA HERRERA - TX GPRS,24.78141592920354
2015,12,APTO OLAYA HERRERA - TX GPRS,21.07179487179487
2015,13,APTO OLAYA HERRERA - TX GPRS,22.23154761904762
2015,14,APTO OLAYA HERRERA - TX GPRS,21.295238095238094
2015,15,APTO OLAYA HERRERA - TX GPRS,22.129761904761907
2015,16,APTO OLAYA HERRERA - TX GPRS,20.992261904761904
2015,17,APTO OLAYA HERRERA - TX GPRS,23.04047619047619
2015,18,APTO OLAYA HERRERA - TX GPRS,23.260714285714286
2015,19,APTO OLAYA HERRERA - TX GPRS,23.729166666666668
2015,20,APTO OLAYA HERRERA - TX GPRS,24.038690476190474
2015,21,APTO OLAYA HERRERA - TX GPRS,23.21309523809524
2015,22,APTO OLAYA HERRERA - TX GPRS,21.34583333333333
2015,23,APTO OLAYA HERRERA - TX GPRS,23.373809523809523
2015,24,APTO OLAYA HERRERA - TX GPRS,22.899404761904762
2015,25,APTO OLAYA HERRERA - TX GPRS,24.188690476190477
2015,26,APTO OLAYA HERRERA - TX GPRS,24.551190476190477
2015,27,APTO OLAYA HERRERA - TX GPRS,24.547023809523807
2015,28,APTO OLAYA HERRERA - TX GPRS,23.773809523809526
2015,29,APTO OLAYA HERRERA - TX GPRS,22.62202380952381
2015,30,APTO OLAYA HERRERA - TX GPRS,22.742857142857144
2015,31,APTO OLAYA HERRERA - TX GPRS,23.876785714285717
2015,31,PAJARITO - AUT,20.033333333333335
2015,32,APTO OLAYA HERRERA - TX GPRS,24.026785714285715
2015,32,PAJARITO - AUT,20.697619047619046
2015,33,APTO OLAYA HERRERA - TX GPRS,22.97142857142857
2015,33,PAJARITO - AUT,19.634545454545453
2015,34,APTO OLAYA HERRERA - TX GPRS,23.413095238095238
2015,34,PAJARITO - AUT,19.693037974683545
2015,35,APTO OLAYA HERRERA - TX GPRS,23.42797619047619
2015,35,PAJARITO - AUT,20.188690476190477
2015,36,APTO OLAYA HERRERA - TX GPRS,24.336904761904762
2015,36,PAJARITO - AUT,20.739880952380954
2015,37,APTO OLAYA HERRERA - TX GPRS,23.189285714285717
2015,37,PAJARITO - AUT,17.04516129032258
2015,38,APTO OLAYA HERRERA - TX GPRS,22.736309523809524
2015,38,PAJARITO - AUT,19.030075187969924
2015,39,APTO OLAYA HERRERA - TX GPRS,24.382738095238096
2015,39,PAJARITO - AUT,21.163354037267084
2015,40,APTO OLAYA HERRERA - TX GPRS,22.60297619047619
2015,40,PAJARITO - AUT,19.321084337349397
2015,41,APTO OLAYA HERRERA - TX GPRS,23.363690476190477
2015,41,PAJARITO - AUT,20.401785714285715
2015,42,APTO OLAYA HERRERA - TX GPRS,22.010714285714286
2015,42,PAJARITO - AUT,19.236526946107784
2015,43,APTO OLAYA HERRERA - TX GPRS,22.111309523809524
2015,43,PAJARITO - AUT,18.87202380952381
2015,44,APTO OLAYA HERRERA - TX GPRS,21.430357142857144
2015,44,PAJARITO - AUT,18.5762962962963
2015,45,APTO OLAYA HERRERA - TX GPRS,21.026785714285715
2015,45,PAJARITO - AUT,18.128571428571426
2015,46,APTO OLAYA HERRERA - TX GPRS,22.96666666666667
2015,46,PAJARITO - AUT,20.185714285714287
2015,47,APTO OLAYA HERRERA - TX GPRS,21.604191616766467
2015,47,PAJARITO - AUT,18.608536585365854
2015,48,APTO OLAYA HERRERA - TX GPRS,22.337125748502995
2015,48,PAJARITO - AUT,19.24191616766467
2015,49,APTO OLAYA HERRERA - TX GPRS,23.448214285714286
2015,49,PAJARITO - AUT,20.274251497005988
2015,50,APTO OLAYA HERRERA - TX GPRS,23.336309523809526
2015,50,PAJARITO - AUT,19.68144329896907
2015,51,APTO OLAYA HERRERA - TX GPRS,22.761309523809523
2015,52,APTO OLAYA HERRERA - TX GPRS,23.803012048192773
2015,53,APTO OLAYA HERRERA - TX GPRS,23.788690476190474
2016,1,APTO OLAYA HERRERA - TX GPRS,22.638095238095236
2016,2,APTO OLAYA HERRERA - TX GPRS,23.132738095238096
2016,3,APTO OLAYA HERRERA - TX GPRS,22.704761904761906
2016,4,APTO OLAYA HERRERA - TX GPRS,23.58214285714286
2016,5,APTO OLAYA HERRERA - TX GPRS,23.81904761904762
2016,6,APTO OLAYA HERRERA - TX GPRS,23.676785714285714
2016,7,APTO OLAYA HERRERA - TX GPRS,24.192261904761907
2016,8,APTO OLAYA HERRERA - TX GPRS,23.560714285714283
2016,9,APTO OLAYA HERRERA - TX GPRS,24.15892857142857
2016,10,APTO OLAYA HERRERA - TX GPRS,23.04345238095238
2016,11,APTO OLAYA HERRERA - TX GPRS,24.051190476190477
2016,12,APTO OLAYA HERRERA - TX GPRS,25.04583333333333
2016,13,APTO OLAYA HERRERA - TX GPRS,22.84702380952381
2016,14,APTO OLAYA HERRERA - TX GPRS,22.829761904761906
2016,15,APTO OLAYA HERRERA - TX GPRS,22.570833333333333
2016,16,APTO OLAYA HERRERA - TX GPRS,24.304761904761904
2016,16,PAJARITO - AUT,19.175
2016,17,APTO OLAYA HERRERA - TX GPRS,21.508982035928145
2016,17,PAJARITO - AUT,18.529761904761905
2016,18,APTO OLAYA HERRERA - TX GPRS,21.775630252100843
2016,18,PAJARITO - AUT,18.65535714285714
2016,19,PAJARITO - AUT,19.551785714285714
2016,20,PAJARITO - AUT,21.238690476190477
2016,21,PAJARITO - AUT,19.853571428571428
2016,22,PAJARITO - AUT,18.976190476190474
2016,23,PAJARITO - AUT,19.401785714285715
2016,24,APTO OLAYA HERRERA - TX GPRS,23.232710280373833
2016,24,PAJARITO - AUT,19.70595238095238
2016,25,APTO OLAYA HERRERA - TX GPRS,22.790963855421687
2016,25,PAJARITO - AUT,19.576190476190476
2016,26,APTO OLAYA HERRERA - TX GPRS,23.718452380952378
2016,26,PAJARITO - AUT,20.35952380952381
2016,27,APTO OLAYA HERRERA - TX GPRS,23.276190476190475
2016,27,PAJARITO - AUT,20.138095238095236
2016,28,APTO OLAYA HERRERA - TX GPRS,21.504761904761907
2016,28,PAJARITO - AUT,18.23392857142857
2016,29,APTO OLAYA HERRERA - TX GPRS,22.474050632911393
2016,29,PAJARITO - AUT,19.14240506329114
2016,30,APTO OLAYA HERRERA - TX GPRS,23.241509433962264
2016,30,PAJARITO - AUT,19.854716981132075
2016,31,APTO OLAYA HERRERA - TX GPRS,23.688690476190477
2016,31,PAJARITO - AUT,20.388690476190476
2016,32,APTO OLAYA HERRERA - TX GPRS,23.623214285714283
2016,32,PAJARITO - AUT,20.34166666666667
2016,33,APTO OLAYA HERRERA - TX GPRS,23.00740740740741
2016,33,PAJARITO - AUT,20.045180722891565
2016,34,PAJARITO - AUT,19.36777777777778
2016,35,PAJARITO - AUT,18.626785714285717
2016,36,PAJARITO - AUT,18.785333333333334
2016,37,PAJARITO - AUT,19.048809523809524
2016,38,PAJARITO - AUT,19.494642857142857
2016,39,APTO OLAYA HERRERA - TX GPRS,22.596240601503762
2016,39,PAJARITO - AUT,19.163690476190474
2016,40,APTO OLAYA HERRERA - TX GPRS,21.816666666666666
2016,40,PAJARITO - AUT,18.791071428571428
2016,41,APTO OLAYA HERRERA - TX GPRS,21.34285714285714
2016,41,PAJARITO - AUT,18.689880952380953
2016,42,APTO OLAYA HERRERA - TX GPRS,21.61497005988024
2016,42,PAJARITO - AUT,18.883928571428573
2016,43,APTO OLAYA HERRERA - TX GPRS,21.416071428571428
2016,43,PAJARITO - AUT,18.56547619047619
2016,44,APTO OLAYA HERRERA - TX GPRS,21.20359281437126
2016,44,PAJARITO - AUT,18.10892857142857
2016,45,APTO OLAYA HERRERA - TX GPRS,21.286335403726707
2016,45,PAJARITO - AUT,18.498809523809523
2016,46,APTO OLAYA HERRERA - TX GPRS,20.386904761904763
2016,46,PAJARITO - AUT,17.350595238095238
2016,47,APTO OLAYA HERRERA - TX GPRS,20.98154761904762
2016,47,PAJARITO - AUT,17.839880952380952
2016,48,APTO OLAYA HERRERA - TX GPRS,20.85833333333333
2016,48,PAJARITO - AUT,17.98452380952381
2016,49,APTO OLAYA HERRERA - TX GPRS,20.61547619047619
2016,49,PAJARITO - AUT,17.892857142857142
2016,50,APTO OLAYA HERRERA - TX GPRS,22.024550898203593
2016,50,PAJARITO - AUT,19.075609756097563
2016,51,APTO OLAYA HERRERA - TX GPRS,20.896428571428572
2016,51,PAJARITO - AUT,17.975
2016,52,APTO OLAYA HERRERA - TX GPRS,21.59642857142857
2016,52,PAJARITO - AUT,18.728571428571428
2017,1,APTO OLAYA HERRERA - TX GPRS,21.70416666666667
2017,1,PAJARITO - AUT,18.90357142857143
2017,2,APTO OLAYA HERRERA - TX GPRS,20.6179012345679
2017,2,PAJARITO - AUT,17.96785714285714
2017,3,APTO OLAYA HERRERA - TX GPRS,20.78242424242424
2017,3,PAJARITO - AUT,17.58095238095238
2017,4,APTO OLAYA HERRERA - TX GPRS,22.099999999999998
2017,4,PAJARITO - AUT,19.1625
2017,5,APTO OLAYA HERRERA - TX GPRS,22.571428571428573
2017,5,PAJARITO - AUT,19.788690476190474
2017,6,APTO OLAYA HERRERA - TX GPRS,23.08452380952381
2017,6,PAJARITO - AUT,19.73154761904762
2017,7,APTO OLAYA HERRERA - TX GPRS,22.17797619047619
2017,7,PAJARITO - AUT,18.57305389221557
2017,8,APTO OLAYA HERRERA - TX GPRS,21.514880952380953
2017,8,PAJARITO - AUT,18.427814569536423
2017,9,APTO OLAYA HERRERA - TX GPRS,21.55297619047619
2017,9,PAJARITO - AUT,18.744999999999997
2017,10,APTO OLAYA HERRERA - TX GPRS,20.51607142857143
2017,10,PAJARITO - AUT,17.586904761904762
2017,11,APTO OLAYA HERRERA - TX GPRS,20.746153846153845
2017,11,PAJARITO - AUT,17.758333333333333
2017,12,APTO OLAYA HERRERA - TX GPRS,20.72797619047619
2017,12,PAJARITO - AUT,17.81547619047619
2017,13,APTO OLAYA HERRERA - TX GPRS,21.540718562874254
2017,13,PAJARITO - AUT,18.66325301204819
2017,14,APTO OLAYA HERRERA - TX GPRS,22.879041916167665
2017,14,PAJARITO - AUT,19.34251497005988
2017,15,APTO OLAYA HERRERA - TX GPRS,21.872619047619047
2017,15,PAJARITO - AUT,18.880357142857143
2017,16,APTO OLAYA HERRERA - TX GPRS,21.719047619047622
2017,16,PAJARITO - AUT,18.548809523809524
2017,17,APTO OLAYA HERRERA - TX GPRS,22.26547619047619
2017,17,PAJARITO - AUT,19.15952380952381
2017,18,APTO OLAYA HERRERA - TX GPRS,20.607142857142858
2017,18,PAJARITO - AUT,17.901190476190475
2017,19,APTO OLAYA HERRERA - TX GPRS,20.75449101796407
2017,19,PAJARITO - AUT,17.973809523809525
2017,20,APTO OLAYA HERRERA - TX GPRS,21.907185628742514
2017,20,PAJARITO - AUT,19.258928571428573
2017,21,APTO OLAYA HERRERA - TX GPRS,23.069642857142856
2017,21,PAJARITO - AUT,19.93095238095238
2017,22,APTO OLAYA HERRERA - TX GPRS,23.607185628742517
2017,22,PAJARITO - AUT,20.45595238095238
2017,23,APTO OLAYA HERRERA - TX GPRS,22.192261904761907
2017,23,PAJARITO - AUT,19.183125
2017,24,APTO OLAYA HERRERA - TX GPRS,20.625149700598804
2017,24,PAJARITO - AUT,17.926785714285714
2017,25,APTO OLAYA HERRERA - TX GPRS,21.698809523809523
2017,25,PAJARITO - AUT,18.901190476190475
2017,26,APTO OLAYA HERRERA - TX GPRS,22.05595238095238
2017,26,PAJARITO - AUT,19.46969696969697
2017,27,APTO OLAYA HERRERA - TX GPRS,23.575
2017,27,PAJARITO - AUT,20.477027027027027
2017,28,APTO OLAYA HERRERA - TX GPRS,21.864197530864196
2017,28,PAJARITO - AUT,17.863636363636363
2017,29,APTO OLAYA HERRERA - TX GPRS,22.534355828220857
2017,29,PAJARITO - AUT,20.061363636363637
2017,30,APTO OLAYA HERRERA - TX GPRS,23.825
2017,30,PAJARITO - AUT,20.335616438356166
2017,31,APTO OLAYA HERRERA - TX GPRS,22.607142857142858
2017,31,PAJARITO - AUT,19.072602739726026
2017,32,APTO OLAYA HERRERA - TX GPRS,22.777844311377248
2017,32,PAJARITO - AUT,20.0765306122449
2017,33,APTO OLAYA HERRERA - TX GPRS,22.283832335329343
2017,33,PAJARITO - AUT,19.33975155279503
2017,34,APTO OLAYA HERRERA - TX GPRS,22.495808383233534
2017,34,PAJARITO - AUT,19.473652694610777
2017,35,APTO OLAYA HERRERA - TX GPRS,22.520359281437127
2017,35,PAJARITO - AUT,19.39107142857143
2017,36,APTO OLAYA HERRERA - TX GPRS,21.567857142857143
2017,36,PAJARITO - AUT,18.529761904761905
2017,37,APTO OLAYA HERRERA - TX GPRS,21.902380952380952
2017,37,PAJARITO - AUT,19.18378378378378
2017,38,APTO OLAYA HERRERA - TX GPRS,21.842168674698797
2017,38,PAJARITO - AUT,19.21785714285714
2017,39,APTO OLAYA HERRERA - TX GPRS,21.410714285714285
2017,39,PAJARITO - AUT,18.26158536585366
2017,40,APTO OLAYA HERRERA - TX GPRS,20.96964285714286
2017,40,PAJARITO - AUT,18.15095541401274
2017,41,APTO OLAYA HERRERA - TX GPRS,21.823030303030304
2017,41,PAJARITO - AUT,18.887425149700597
2017,42,APTO OLAYA HERRERA - TX GPRS,23.29702380952381
2017,42,PAJARITO - AUT,20.301333333333332
2017,43,APTO OLAYA HERRERA - TX GPRS,20.098809523809525
2017,43,PAJARITO - AUT,17.092307692307692
2017,44,APTO OLAYA HERRERA - TX GPRS,20.985714285714284
2017,44,PAJARITO - AUT,18.063636363636363
2017,45,APTO OLAYA HERRERA - TX GPRS,21.42142857142857
2017,45,PAJARITO - AUT,18.48050314465409
2017,46,APTO OLAYA HERRERA - TX GPRS,20.508490566037736
2017,46,PAJARITO - AUT,17.91845238095238
2017,47,APTO OLAYA HERRERA - TX GPRS,21.45595238095238
2017,47,PAJARITO - AUT,18.607185628742517
2017,48,APTO OLAYA HERRERA - TX GPRS,21.7
2017,48,PAJARITO - AUT,18.79702380952381
2017,49,APTO OLAYA HERRERA - TX GPRS,21.96666666666667
2017,49,PAJARITO - AUT,19.122289156626508
2017,50,APTO OLAYA HERRERA - TX GPRS,21.749700598802395
2017,50,PAJARITO - AUT,18.78452380952381
2017,51,APTO OLAYA HERRERA - TX GPRS,22.432727272727274
2017,51,PAJARITO - AUT,18.91953125
2017,52,APTO OLAYA HERRERA - TX GPRS,20.691071428571426
2017,52,PAJARITO - AUT,17.488356164383564
2018,1,APTO OLAYA HERRERA - TX GPRS,20.739285714285714
2018,1,PAJARITO - AUT,17.64702380952381
2018,2,APTO OLAYA HERRERA - TX GPRS,20.46547619047619
2018,2,PAJARITO - AUT,17.589880952380952
2018,3,APTO OLAYA HERRERA - TX GPRS,20.77797619047619
2018,3,PAJARITO - AUT,17.89345238095238
2018,4,APTO OLAYA HERRERA - TX GPRS,22.17185628742515
2018,4,PAJARITO - AUT,18.968354430379748
2018,5,APTO OLAYA HERRERA - TX GPRS,22.42083333333333
2018,5,PAJARITO - AUT,19.373417721518987
2018,6,APTO OLAYA HERRERA - TX GPRS,22.191071428571426
2018,6,PAJARITO - AUT,19.238983050847455
2018,7,APTO OLAYA HERRERA - TX GPRS,21.399404761904762
2018,8,APTO OLAYA HERRERA - TX GPRS,20.60892857142857
2018,9,APTO OLAYA HERRERA - TX GPRS,21.317857142857143
2018,10,APTO OLAYA HERRERA - TX GPRS,23.16190476190476
2018,10,PAJARITO - AUT,20.468666666666667
2018,11,APTO OLAYA HERRERA - TX GPRS,22.948795180722893
2018,11,PAJARITO - AUT,19.690184049079754
2018,12,APTO OLAYA HERRERA - TX GPRS,21.42797619047619
2018,12,PAJARITO - AUT,18.507142857142856
2018,13,APTO OLAYA HERRERA - TX GPRS,20.98323353293413
2018,13,PAJARITO - AUT,18.107738095238094
2018,14,APTO OLAYA HERRERA - TX GPRS,20.674251497005987
2018,14,PAJARITO - AUT,17.707738095238096
2018,15,APTO OLAYA HERRERA - TX GPRS,20.67305389221557
2018,15,PAJARITO - AUT,17.777380952380952
2018,16,APTO OLAYA HERRERA - TX GPRS,22.17245508982036
2018,16,PAJARITO - AUT,19.211904761904762
2018,17,APTO OLAYA HERRERA - TX GPRS,21.37627118644068
2018,17,PAJARITO - AUT,18.600595238095238
2018,18,APTO OLAYA HERRERA - TX GPRS,21.085714285714285
2018,18,PAJARITO - AUT,18.288095238095238
2018,19,APTO OLAYA HERRERA - TX GPRS,20.196202531645568
2018,19,PAJARITO - AUT,17.656547619047622
2018,20,APTO OLAYA HERRERA - TX GPRS,20.664670658682635
2018,20,PAJARITO - AUT,18.08154761904762
2018,21,APTO OLAYA HERRERA - TX GPRS,21.741071428571427
2018,21,PAJARITO - AUT,18.829761904761906
2018,22,APTO OLAYA HERRERA - TX GPRS,21.60238095238095
2018,22,PAJARITO - AUT,18.89345238095238
2018,23,APTO OLAYA HERRERA - TX GPRS,23.30297619047619
2018,23,PAJARITO - AUT,20.101190476190474
2018,24,APTO OLAYA HERRERA - TX GPRS,22.661676646706585
2018,24,PAJARITO - AUT,19.49345238095238
2018,25,APTO OLAYA HERRERA - TX GPRS,22.46607142857143
2018,25,PAJARITO - AUT,19.09925925925926
2018,26,APTO OLAYA HERRERA - TX GPRS,21.21607142857143
2018,26,PAJARITO - AUT,18.067857142857143
2018,27,APTO OLAYA HERRERA - TX GPRS,22.455357142857142
2018,27,PAJARITO - AUT,19.22202380952381
2018,28,APTO OLAYA HERRERA - TX GPRS,23.669642857142858
2018,28,PAJARITO - AUT,20.31904761904762
2018,29,APTO OLAYA HERRERA - TX GPRS,22.734959349593495
2018,29,PAJARITO - AUT,19.66287878787879
2018,30,PAJARITO - AUT,18.925595238095237
2018,31,APTO OLAYA HERRERA - TX GPRS,19.822222222222223
2018,31,PAJARITO - AUT,17.96964285714286
2018,32,APTO OLAYA HERRERA - TX GPRS,22.95806451612903
2018,32,PAJARITO - AUT,20.45595238095238
2018,33,APTO OLAYA HERRERA - TX GPRS,23.30877192982456
2018,33,PAJARITO - AUT,19.01904761904762
2018,34,APTO OLAYA HERRERA - TX GPRS,23.54702380952381
2018,34,PAJARITO - AUT,20.320238095238096
2018,35,APTO OLAYA HERRERA - TX GPRS,23.10595238095238
2018,35,PAJARITO - AUT,19.77559523809524
2018,36,APTO OLAYA HERRERA - TX GPRS,21.09940476190476
2018,36,PAJARITO - AUT,18.195833333333333
2018,37,APTO OLAYA HERRERA - TX GPRS,21.069642857142856
2018,37,PAJARITO - AUT,18.025
2018,38,APTO OLAYA HERRERA - TX GPRS,22.97202380952381
2018,38,PAJARITO - AUT,19.90714285714286
2018,39,APTO OLAYA HERRERA - TX GPRS,21.81547619047619
2018,39,PAJARITO - AUT,18.950595238095236
2018,40,APTO OLAYA HERRERA - TX GPRS,20.889285714285716
2018,40,PAJARITO - AUT,18.30654761904762
2018,41,APTO OLAYA HERRERA - TX GPRS,20.808333333333334
2018,41,PAJARITO - AUT,18.007142857142856
2018,42,APTO OLAYA HERRERA - TX GPRS,20.83892215568862
2018,42,PAJARITO - AUT,18.008333333333333
2018,43,APTO OLAYA HERRERA - TX GPRS,21.553571428571427
2018,43,PAJARITO - AUT,18.58154761904762
2018,44,APTO OLAYA HERRERA - TX GPRS,20.475460122699385
2018,44,PAJARITO - AUT,17.850595238095238
2018,45,APTO OLAYA HERRERA - TX GPRS,21.097619047619048
2018,45,PAJARITO - AUT,18.454761904761906
2018,46,APTO OLAYA HERRERA - TX GPRS,21.78802395209581
2018,46,PAJARITO - AUT,19.261309523809523
2018,47,APTO OLAYA HERRERA - TX GPRS,21.521428571428572
2018,47,PAJARITO - AUT,18.805357142857144
2018,48,APTO OLAYA HERRERA - TX GPRS,20.939285714285717
2018,48,PAJARITO - AUT,18.199404761904763
2018,49,APTO OLAYA HERRERA - TX GPRS,21.432142857142857
2018,49,PAJARITO - AUT,18.410714285714285
2018,50,APTO OLAYA HERRERA - TX GPRS,22.133734939759034
2018,50,PAJARITO - AUT,19.23035714285714
2018,51,APTO OLAYA HERRERA - TX GPRS,21.872619047619047
2018,51,PAJARITO - AUT,18.84464285714286
2018,52,APTO OLAYA HERRERA - TX GPRS,22.82202380952381
2018,52,PAJARITO - AUT,19.576190476190476
2019,1,APTO OLAYA HERRERA - TX GPRS,23.042261904761904
2019,1,PAJARITO - AUT,20.361904761904764
2019,2,APTO OLAYA HERRERA - TX GPRS,20.583333333333332
2019,2,PAJARITO - AUT,17.78035714285714
2019,3,APTO OLAYA HERRERA - TX GPRS,21.98095238095238
2019,3,PAJARITO - AUT,19.114285714285714
2019,4,APTO OLAYA HERRERA - TX GPRS,23.395238095238096
2019,4,PAJARITO - AUT,20.54285714285714
2019,5,APTO OLAYA HERRERA - TX GPRS,22.15748502994012
2019,5,PAJARITO - AUT,19.011904761904763
2019,6,APTO OLAYA HERRERA - TX GPRS,22.486904761904764
2019,6,PAJARITO - AUT,19.473214285714285
2019,7,APTO OLAYA HERRERA - TX GPRS,23.29047619047619
2019,7,PAJARITO - AUT,20.401190476190475
2019,8,APTO OLAYA HERRERA - TX GPRS,22.194610778443113
2019,8,PAJARITO - AUT,19.22083333333333
2019,9,APTO OLAYA HERRERA - TX GPRS,21.310119047619047
2019,9,PAJARITO - AUT,18.32202380952381
2019,10,APTO OLAYA HERRERA - TX GPRS,22.51497005988024
2019,10,PAJARITO - AUT,19.75654761904762
2019,11,APTO OLAYA HERRERA - TX GPRS,22.529761904761905
2019,11,PAJARITO - AUT,19.82202380952381
2019,12,APTO OLAYA HERRERA - TX GPRS,20.835403726708076
