anio,mes,tabla_origen,categoria,valor
2021,AGO,motivo_especifico_legacy_2021_2023,FALTA DE OPORTUNIDAD EN LA ENTREGA DE MEDICAMENTOS NO POS,4223
2021,SEP,motivo_especifico_legacy_2021_2023,FALTA DE OPORTUNIDAD EN LA ENTREGA DE MEDICAMENTOS NO POS,4272
2021,OCT,motivo_especifico_legacy_2021_2023,FALTA DE OPORTUNIDAD EN LA ENTREGA DE MEDICAMENTOS NO POS,3968
2021,NOV,motivo_especifico_legacy_2021_2023,FALTA DE OPORTUNIDAD EN LA ENTREGA DE MEDICAMENTOS NO POS,4404
2021,DIC,motivo_especifico_legacy_2021_2023,FALTA DE OPORTUNIDAD EN LA ENTREGA DE MEDICAMENTOS NO POS,3433
2021,ENE,motivo_especifico_legacy_2021_2023,FALTA DE OPORTUNIDAD EN LA ASIGNACIÓN DE CITAS DE CONSULTA M,5302
2021,FEB,motivo_especifico_legacy_2021_2023,FALTA DE OPORTUNIDAD EN LA ASIGNACIÓN DE CITAS DE CONSULTA M,4182
2021,MAR,motivo_especifico_legacy_2021_2023,FALTA DE OPORTUNIDAD EN LA ASIGNACIÓN DE CITAS DE CONSULTA M,4179
2021,ABR,motivo_especifico_legacy_2021_2023,FALTA DE OPORTUNIDAD EN LA ASIGNACIÓN DE CITAS DE CONSULTA M,5704
2021,MAY,motivo_especifico_legacy_2021_2023,FALTA DE OPORTUNIDAD EN LA ASIGNACIÓN DE CITAS DE CONSULTA M,5329
2021,JUN,motivo_especifico_legacy_2021_2023,FALTA DE OPORTUNIDAD EN LA ASIGNACIÓN DE CITAS DE CONSULTA M,8026
2021,JUL,motivo_especifico_legacy_2021_2023,FALTA DE OPORTUNIDAD EN LA ASIGNACIÓN DE CITAS DE CONSULTA M,7077
2021,AGO,motivo_especifico_legacy_2021_2023,FALTA DE OPORTUNIDAD EN LA ASIGNACIÓN DE CITAS DE CONSULTA M,4974
2021,SEP,motivo_especifico_legacy_2021_2023,FALTA DE OPORTUNIDAD EN LA ASIGNACIÓN DE CITAS DE CONSULTA M,3818
2021,OCT,motivo_especifico_legacy_2021_2023,FALTA DE OPORTUNIDAD EN LA ASIGNACIÓN DE CITAS DE CONSULTA M,2572
2021,NOV,motivo_especifico_legacy_2021_2023,FALTA DE OPORTUNIDAD EN LA ASIGNACIÓN DE CITAS DE CONSULTA M,2427
2021,DIC,motivo_especifico_legacy_2021_2023,FALTA DE OPORTUNIDAD EN LA ASIGNACIÓN DE CITAS DE CONSULTA M,1525
2021,ENE,motivo_especifico_legacy_2021_2023,"DEFICIENTE INFORMACIÓN SOBRE DERECHOS, DEBERES Y TRÁMITES",646
2021,FEB,motivo_especifico_legacy_2021_2023,"DEFICIENTE INFORMACIÓN SOBRE DERECHOS, DEBERES Y TRÁMITES",978
2021,MAR,motivo_especifico_legacy_2021_2023,"DEFICIENTE INFORMACIÓN SOBRE DERECHOS, DEBERES Y TRÁMITES",745
2021,ABR,motivo_especifico_legacy_2021_2023,"DEFICIENTE INFORMACIÓN SOBRE DERECHOS, DEBERES Y TRÁMITES",745
2021,MAY,motivo_especifico_legacy_2021_2023,"DEFICIENTE INFORMACIÓN SOBRE DERECHOS, DEBERES Y TRÁMITES",922
2021,JUN,motivo_especifico_legacy_2021_2023,"DEFICIENTE INFORMACIÓN SOBRE DERECHOS, DEBERES Y TRÁMITES",769
2021,JUL,motivo_especifico_legacy_2021_2023,"DEFICIENTE INFORMACIÓN SOBRE DERECHOS, DEBERES Y TRÁMITES",890
2021,AGO,motivo_especifico_legacy_2021_2023,"DEFICIENTE INFORMACIÓN SOBRE DERECHOS, DEBERES Y TRÁMITES",961
2021,SEP,motivo_especifico_legacy_2021_2023,"DEFICIENTE INFORMACIÓN SOBRE DERECHOS, DEBERES Y TRÁMITES",990
2021,OCT,motivo_especifico_legacy_2021_2023,"DEFICIENTE INFORMACIÓN SOBRE DERECHOS, DEBERES Y TRÁMITES",1203
2021,NOV,motivo_especifico_legacy_2021_2023,"DEFICIENTE INFORMACIÓN SOBRE DERECHOS, DEBERES Y TRÁMITES",1204
2021,DIC,motivo_especifico_legacy_2021_2023,"DEFICIENTE INFORMACIÓN SOBRE DERECHOS, DEBERES Y TRÁMITES",959
2021,ENE,otro_vigilado,DIRECCION_SECCIONAL_SALUD_ANTIOQUIA,70
2021,FEB,otro_vigilado,DIRECCION_SECCIONAL_SALUD_ANTIOQUIA,70
2021,MAR,otro_vigilado,DIRECCION_SECCIONAL_SALUD_ANTIOQUIA,91
2021,ABR,otro_vigilado,DIRECCION_SECCIONAL_SALUD_ANTIOQUIA,201
2021,MAY,otro_vigilado,DIRECCION_SECCIONAL_SALUD_ANTIOQUIA,115
2021,JUN,otro_vigilado,DIRECCION_SECCIONAL_SALUD_ANTIOQUIA,77
2021,JUL,otro_vigilado,DIRECCION_SECCIONAL_SALUD_ANTIOQUIA,76
2021,AGO,otro_vigilado,DIRECCION_SECCIONAL_SALUD_ANTIOQUIA,99
2021,SEP,otro_vigilado,DIRECCION_SECCIONAL_SALUD_ANTIOQUIA,255
2021,OCT,otro_vigilado,DIRECCION_SECCIONAL_SALUD_ANTIOQUIA,211
2021,NOV,otro_vigilado,DIRECCION_SECCIONAL_SALUD_ANTIOQUIA,237
2021,DIC,otro_vigilado,DIRECCION_SECCIONAL_SALUD_ANTIOQUIA,155
2026,ENE,capital_departamento,MEDELLIN,14509
2026,FEB,capital_departamento,MEDELLIN,15875
2026,MAR,capital_departamento,MEDELLIN,16504
2026,ABR,capital_departamento,MEDELLIN,16092
2026,ENE,departamento,ANTIOQUIA,30324
2026,FEB,departamento,ANTIOQUIA,32504
2026,MAR,departamento,ANTIOQUIA,34311
2026,ABR,departamento,ANTIOQUIA,33257
2026,ENE,motivo_especifico_2024_2026,NEGACIÓN PARA LA ENTREGA DE TECNOLOGÍAS EN SALUD Y/O DE OTRO,31628
2026,FEB,motivo_especifico_2024_2026,NEGACIÓN PARA LA ENTREGA DE TECNOLOGÍAS EN SALUD Y/O DE OTRO,32091
2026,MAR,motivo_especifico_2024_2026,NEGACIÓN PARA LA ENTREGA DE TECNOLOGÍAS EN SALUD Y/O DE OTRO,30674
2026,ABR,motivo_especifico_2024_2026,NEGACIÓN PARA LA ENTREGA DE TECNOLOGÍAS EN SALUD Y/O DE OTRO,29425
2026,ENE,motivo_especifico_2024_2026,NEGACIÓN EN LA ASIGNACIÓN DE CITAS O CONSULTAS,28082
2026,FEB,motivo_especifico_2024_2026,NEGACIÓN EN LA ASIGNACIÓN DE CITAS O CONSULTAS,29770
2026,MAR,motivo_especifico_2024_2026,NEGACIÓN EN LA ASIGNACIÓN DE CITAS O CONSULTAS,32181
2026,ABR,motivo_especifico_2024_2026,NEGACIÓN EN LA ASIGNACIÓN DE CITAS O CONSULTAS,32495
2026,ENE,motivo_especifico_2024_2026,FALTA DE OPORTUNIDAD EN LAS CITAS O CONSULTAS,25248
2026,FEB,motivo_especifico_2024_2026,FALTA DE OPORTUNIDAD EN LAS CITAS O CONSULTAS,28213
2026,MAR,motivo_especifico_2024_2026,FALTA DE OPORTUNIDAD EN LAS CITAS O CONSULTAS,33052
2026,ABR,motivo_especifico_2024_2026,FALTA DE OPORTUNIDAD EN LAS CITAS O CONSULTAS,33030
2026,ENE,motivo_especifico_2024_2026,FALTA DE OPORTUNIDAD EN LA ATENCIÓN EN OTROS SERVICIOS DE SA,17115
2026,FEB,motivo_especifico_2024_2026,FALTA DE OPORTUNIDAD EN LA ATENCIÓN EN OTROS SERVICIOS DE SA,18634
2026,MAR,motivo_especifico_2024_2026,FALTA DE OPORTUNIDAD EN LA ATENCIÓN EN OTROS SERVICIOS DE SA,21183
2026,ABR,motivo_especifico_2024_2026,FALTA DE OPORTUNIDAD EN LA ATENCIÓN EN OTROS SERVICIOS DE SA,21221
2026,ENE,motivo_especifico_2024_2026,FALTA DE OPORTUNIDAD EN LA ENTREGA O ENTREGA INCOMPLETA DE T,13714
2026,FEB,motivo_especifico_2024_2026,FALTA DE OPORTUNIDAD EN LA ENTREGA O ENTREGA INCOMPLETA DE T,13641
2026,MAR,motivo_especifico_2024_2026,FALTA DE OPORTUNIDAD EN LA ENTREGA O ENTREGA INCOMPLETA DE T,13388
2026,ABR,motivo_especifico_2024_2026,FALTA DE OPORTUNIDAD EN LA ENTREGA O ENTREGA INCOMPLETA DE T,12473
2026,ENE,motivo_especifico_2024_2026,NEGACIÓN EN LA ATENCIÓN EN OTROS SERVICIOS DE SALUD,11892
2026,FEB,motivo_especifico_2024_2026,NEGACIÓN EN LA ATENCIÓN EN OTROS SERVICIOS DE SALUD,12728
2026,MAR,motivo_especifico_2024_2026,NEGACIÓN EN LA ATENCIÓN EN OTROS SERVICIOS DE SALUD,13870
2026,ABR,motivo_especifico_2024_2026,NEGACIÓN EN LA ATENCIÓN EN OTROS SERVICIOS DE SALUD,13351
2026,ENE,motivo_especifico_2024_2026,FALTA DE OPORTUNIDAD EN LA AUTORIZACIÓN DE OTROS SERVICIOS D,9442
2026,FEB,motivo_especifico_2024_2026,FALTA DE OPORTUNIDAD EN LA AUTORIZACIÓN DE OTROS SERVICIOS D,9896
2026,MAR,motivo_especifico_2024_2026,FALTA DE OPORTUNIDAD EN LA AUTORIZACIÓN DE OTROS SERVICIOS D,10818
2026,ABR,motivo_especifico_2024_2026,FALTA DE OPORTUNIDAD EN LA AUTORIZACIÓN DE OTROS SERVICIOS D,10503
2026,ENE,motivo_especifico_2024_2026,FALTA DE OPORTUNIDAD EN LA AUTORIZACIÓN DE TECNOLOGÍAS EN SA,6872
2026,FEB,motivo_especifico_2024_2026,FALTA DE OPORTUNIDAD EN LA AUTORIZACIÓN DE TECNOLOGÍAS EN SA,7682
2026,MAR,motivo_especifico_2024_2026,FALTA DE OPORTUNIDAD EN LA AUTORIZACIÓN DE TECNOLOGÍAS EN SA,8369
2026,ABR,motivo_especifico_2024_2026,FALTA DE OPORTUNIDAD EN LA AUTORIZACIÓN DE TECNOLOGÍAS EN SA,7652
2026,ENE,motivo_especifico_2024_2026,FALTA DE OPORTUNIDAD EN LA AUTORIZACIÓN DE CITAS DE CONSULTA,5304
2026,FEB,motivo_especifico_2024_2026,FALTA DE OPORTUNIDAD EN LA AUTORIZACIÓN DE CITAS DE CONSULTA,5690
2026,MAR,motivo_especifico_2024_2026,FALTA DE OPORTUNIDAD EN LA AUTORIZACIÓN DE CITAS DE CONSULTA,6095
2026,ABR,motivo_especifico_2024_2026,FALTA DE OPORTUNIDAD EN LA AUTORIZACIÓN DE CITAS DE CONSULTA,5727
2026,ENE,motivo_especifico_2024_2026,FALTA DE OPORTUNIDAD EN EL PROCESO DE REFERENCIA Y CONTRARRE,5031
2026,FEB,motivo_especifico_2024_2026,FALTA DE OPORTUNIDAD EN EL PROCESO DE REFERENCIA Y CONTRARRE,4279
2026,MAR,motivo_especifico_2024_2026,FALTA DE OPORTUNIDAD EN EL PROCESO DE REFERENCIA Y CONTRARRE,5467
2026,ABR,motivo_especifico_2024_2026,FALTA DE OPORTUNIDAD EN EL PROCESO DE REFERENCIA Y CONTRARRE,5501
2026,ENE,otro_vigilado,DIRECCION_SECCIONAL_SALUD_ANTIOQUIA,413
2026,FEB,otro_vigilado,DIRECCION_SECCIONAL_SALUD_ANTIOQUIA,464
2026,MAR,otro_vigilado,DIRECCION_SECCIONAL_SALUD_ANTIOQUIA,507
2026,ABR,otro_vigilado,DIRECCION_SECCIONAL_SALUD_ANTIOQUIA,581
2022,ENE,capital_departamento,MEDELLIN,6967
2022,FEB,capital_departamento,MEDELLIN,7057
2022,MAR,capital_departamento,MEDELLIN,8518
2022,ABR,capital_departamento,MEDELLIN,7578
2022,MAY,capital_departamento,MEDELLIN,8770
2022,JUN,capital_departamento,MEDELLIN,8102
2022,JUL,capital_departamento,MEDELLIN,8630
2022,AGO,capital_departamento,MEDELLIN,7997
2022,SEP,capital_departamento,MEDELLIN,8232
2022,OCT,capital_departamento,MEDELLIN,7938
2022,ENE,departamento,ANTIOQUIA,12817
2022,FEB,departamento,ANTIOQUIA,13239
2022,MAR,departamento,ANTIOQUIA,16002
2022,ABR,departamento,ANTIOQUIA,14230
2022,MAY,departamento,ANTIOQUIA,16710
2022,JUN,departamento,ANTIOQUIA,16015
2022,JUL,departamento,ANTIOQUIA,17586
2022,AGO,departamento,ANTIOQUIA,15500
2022,SEP,departamento,ANTIOQUIA,16147
2022,OCT,departamento,ANTIOQUIA,15937
2022,ENE,motivo_especifico_legacy_2021_2023,FALTA DE OPORTUNIDAD EN LA ASIGNACIÓN DE CITAS DE CONSULTA M,19337
2022,FEB,motivo_especifico_legacy_2021_2023,FALTA DE OPORTUNIDAD EN LA ASIGNACIÓN DE CITAS DE CONSULTA M,21384
2022,MAR,motivo_especifico_legacy_2021_2023,FALTA DE OPORTUNIDAD EN LA ASIGNACIÓN DE CITAS DE CONSULTA M,26954
2022,ABR,motivo_especifico_legacy_2021_2023,FALTA DE OPORTUNIDAD EN LA ASIGNACIÓN DE CITAS DE CONSULTA M,23774
2022,MAY,motivo_especifico_legacy_2021_2023,FALTA DE OPORTUNIDAD EN LA ASIGNACIÓN DE CITAS DE CONSULTA M,27939
2022,JUN,motivo_especifico_legacy_2021_2023,FALTA DE OPORTUNIDAD EN LA ASIGNACIÓN DE CITAS DE CONSULTA M,28285
2022,JUL,motivo_especifico_legacy_2021_2023,FALTA DE OPORTUNIDAD EN LA ASIGNACIÓN DE CITAS DE CONSULTA M,30169
2022,AGO,motivo_especifico_legacy_2021_2023,FALTA DE OPORTUNIDAD EN LA ASIGNACIÓN DE CITAS DE CONSULTA M,29060
2022,SEP,motivo_especifico_legacy_2021_2023,FALTA DE OPORTUNIDAD EN LA ASIGNACIÓN DE CITAS DE CONSULTA M,31194
2022,OCT,motivo_especifico_legacy_2021_2023,FALTA DE OPORTUNIDAD EN LA ASIGNACIÓN DE CITAS DE CONSULTA M,30014
2022,ENE,motivo_especifico_legacy_2021_2023,FALTA DE OPORTUNIDAD EN LA ENTREGA DE MEDICAMENTOS POS,4608
2022,FEB,motivo_especifico_legacy_2021_2023,FALTA DE OPORTUNIDAD EN LA ENTREGA DE MEDICAMENTOS POS,6497
2022,MAR,motivo_especifico_legacy_2021_2023,FALTA DE OPORTUNIDAD EN LA ENTREGA DE MEDICAMENTOS POS,10231
2022,ABR,motivo_especifico_legacy_2021_2023,FALTA DE OPORTUNIDAD EN LA ENTREGA DE MEDICAMENTOS POS,10129
2022,MAY,motivo_especifico_legacy_2021_2023,FALTA DE OPORTUNIDAD EN LA ENTREGA DE MEDICAMENTOS POS,11632
2022,JUN,motivo_especifico_legacy_2021_2023,FALTA DE OPORTUNIDAD EN LA ENTREGA DE MEDICAMENTOS POS,11081
2022,JUL,motivo_especifico_legacy_2021_2023,FALTA DE OPORTUNIDAD EN LA ENTREGA DE MEDICAMENTOS POS,12688
2022,AGO,motivo_especifico_legacy_2021_2023,FALTA DE OPORTUNIDAD EN LA ENTREGA DE MEDICAMENTOS POS,10937
2022,SEP,motivo_especifico_legacy_2021_2023,FALTA DE OPORTUNIDAD EN LA ENTREGA DE MEDICAMENTOS POS,10972
2022,OCT,motivo_especifico_legacy_2021_2023,FALTA DE OPORTUNIDAD EN LA ENTREGA DE MEDICAMENTOS POS,10372
2022,ENE,motivo_especifico_legacy_2021_2023,DEMORA DE LA PROGRAMACIÓN DE EXÁMENES DE LABORATORIO O DIAGN,4423
2022,FEB,motivo_especifico_legacy_2021_2023,DEMORA DE LA PROGRAMACIÓN DE EXÁMENES DE LABORATORIO O DIAGN,5161
2022,MAR,motivo_especifico_legacy_2021_2023,DEMORA DE LA PROGRAMACIÓN DE EXÁMENES DE LABORATORIO O DIAGN,7061
2022,ABR,motivo_especifico_legacy_2021_2023,DEMORA DE LA PROGRAMACIÓN DE EXÁMENES DE LABORATORIO O DIAGN,5878
2022,MAY,motivo_especifico_legacy_2021_2023,DEMORA DE LA PROGRAMACIÓN DE EXÁMENES DE LABORATORIO O DIAGN,7103
2022,JUN,motivo_especifico_legacy_2021_2023,DEMORA DE LA PROGRAMACIÓN DE EXÁMENES DE LABORATORIO O DIAGN,7212
2022,JUL,motivo_especifico_legacy_2021_2023,DEMORA DE LA PROGRAMACIÓN DE EXÁMENES DE LABORATORIO O DIAGN,5816
2022,AGO,motivo_especifico_legacy_2021_2023,DEMORA DE LA PROGRAMACIÓN DE EXÁMENES DE LABORATORIO O DIAGN,3821
2022,SEP,motivo_especifico_legacy_2021_2023,DEMORA DE LA PROGRAMACIÓN DE EXÁMENES DE LABORATORIO O DIAGN,3803
2022,OCT,motivo_especifico_legacy_2021_2023,DEMORA DE LA PROGRAMACIÓN DE EXÁMENES DE LABORATORIO O DIAGN,3435
2022,ENE,motivo_especifico_legacy_2021_2023,FALTA DE OPORTUNIDAD EN LA PROGRAMACIÓN DE CIRUGÍA,3879
2022,FEB,motivo_especifico_legacy_2021_2023,FALTA DE OPORTUNIDAD EN LA PROGRAMACIÓN DE CIRUGÍA,4493
2022,MAR,motivo_especifico_legacy_2021_2023,FALTA DE OPORTUNIDAD EN LA PROGRAMACIÓN DE CIRUGÍA,5239
2022,ABR,motivo_especifico_legacy_2021_2023,FALTA DE OPORTUNIDAD EN LA PROGRAMACIÓN DE CIRUGÍA,4645
2022,MAY,motivo_especifico_legacy_2021_2023,FALTA DE OPORTUNIDAD EN LA PROGRAMACIÓN DE CIRUGÍA,4976
2022,JUN,motivo_especifico_legacy_2021_2023,FALTA DE OPORTUNIDAD EN LA PROGRAMACIÓN DE CIRUGÍA,4765
2022,JUL,motivo_especifico_legacy_2021_2023,FALTA DE OPORTUNIDAD EN LA PROGRAMACIÓN DE CIRUGÍA,5333
2022,AGO,motivo_especifico_legacy_2021_2023,FALTA DE OPORTUNIDAD EN LA PROGRAMACIÓN DE CIRUGÍA,5142
2022,SEP,motivo_especifico_legacy_2021_2023,FALTA DE OPORTUNIDAD EN LA PROGRAMACIÓN DE CIRUGÍA,5465
2022,OCT,motivo_especifico_legacy_2021_2023,FALTA DE OPORTUNIDAD EN LA PROGRAMACIÓN DE CIRUGÍA,5371
2022,ENE,motivo_especifico_legacy_2021_2023,FALTA DE OPORTUNIDAD PARA LA PRESTACIÓN DE SERVICIOS DE IMAG,2370
2022,FEB,motivo_especifico_legacy_2021_2023,FALTA DE OPORTUNIDAD PARA LA PRESTACIÓN DE SERVICIOS DE IMAG,2708
2022,MAR,motivo_especifico_legacy_2021_2023,FALTA DE OPORTUNIDAD PARA LA PRESTACIÓN DE SERVICIOS DE IMAG,3528
2022,ABR,motivo_especifico_legacy_2021_2023,FALTA DE OPORTUNIDAD PARA LA PRESTACIÓN DE SERVICIOS DE IMAG,3209
2022,MAY,motivo_especifico_legacy_2021_2023,FALTA DE OPORTUNIDAD PARA LA PRESTACIÓN DE SERVICIOS DE IMAG,3710
2022,JUN,motivo_especifico_legacy_2021_2023,FALTA DE OPORTUNIDAD PARA LA PRESTACIÓN DE SERVICIOS DE IMAG,3556
2022,JUL,motivo_especifico_legacy_2021_2023,FALTA DE OPORTUNIDAD PARA LA PRESTACIÓN DE SERVICIOS DE IMAG,5270
2022,AGO,motivo_especifico_legacy_2021_2023,FALTA DE OPORTUNIDAD PARA LA PRESTACIÓN DE SERVICIOS DE IMAG,6200
2022,SEP,motivo_especifico_legacy_2021_2023,FALTA DE OPORTUNIDAD PARA LA PRESTACIÓN DE SERVICIOS DE IMAG,6832
2022,OCT,motivo_especifico_legacy_2021_2023,FALTA DE OPORTUNIDAD PARA LA PRESTACIÓN DE SERVICIOS DE IMAG,7221
2022,ENE,motivo_especifico_legacy_2021_2023,"NO APLICACIÓN DE NORMAS, GUÍAS O PROTOCOLOS DE ATENCIÓN",2884
2022,FEB,motivo_especifico_legacy_2021_2023,"NO APLICACIÓN DE NORMAS, GUÍAS O PROTOCOLOS DE ATENCIÓN",2904
2022,MAR,motivo_especifico_legacy_2021_2023,"NO APLICACIÓN DE NORMAS, GUÍAS O PROTOCOLOS DE ATENCIÓN",3374
2022,ABR,motivo_especifico_legacy_2021_2023,"NO APLICACIÓN DE NORMAS, GUÍAS O PROTOCOLOS DE ATENCIÓN",2961
2022,MAY,motivo_especifico_legacy_2021_2023,"NO APLICACIÓN DE NORMAS, GUÍAS O PROTOCOLOS DE ATENCIÓN",3551
2022,JUN,motivo_especifico_legacy_2021_2023,"NO APLICACIÓN DE NORMAS, GUÍAS O PROTOCOLOS DE ATENCIÓN",3473
2022,JUL,motivo_especifico_legacy_2021_2023,"NO APLICACIÓN DE NORMAS, GUÍAS O PROTOCOLOS DE ATENCIÓN",3873
2022,AGO,motivo_especifico_legacy_2021_2023,"NO APLICACIÓN DE NORMAS, GUÍAS O PROTOCOLOS DE ATENCIÓN",3866
2022,SEP,motivo_especifico_legacy_2021_2023,"NO APLICACIÓN DE NORMAS, GUÍAS O PROTOCOLOS DE ATENCIÓN",4108
2022,OCT,motivo_especifico_legacy_2021_2023,"NO APLICACIÓN DE NORMAS, GUÍAS O PROTOCOLOS DE ATENCIÓN",3762
2022,ENE,motivo_especifico_legacy_2021_2023,DEFICIENCIAS EN LA SEGURIDAD DEL PACIENTE,2957
2022,FEB,motivo_especifico_legacy_2021_2023,DEFICIENCIAS EN LA SEGURIDAD DEL PACIENTE,2877
2022,MAR,motivo_especifico_legacy_2021_2023,DEFICIENCIAS EN LA SEGURIDAD DEL PACIENTE,3069
2022,ABR,motivo_especifico_legacy_2021_2023,DEFICIENCIAS EN LA SEGURIDAD DEL PACIENTE,2613
2022,MAY,motivo_especifico_legacy_2021_2023,DEFICIENCIAS EN LA SEGURIDAD DEL PACIENTE,2879
2022,JUN,motivo_especifico_legacy_2021_2023,DEFICIENCIAS EN LA SEGURIDAD DEL PACIENTE,3089
2022,JUL,motivo_especifico_legacy_2021_2023,DEFICIENCIAS EN LA SEGURIDAD DEL PACIENTE,3443
2022,AGO,motivo_especifico_legacy_2021_2023,DEFICIENCIAS EN LA SEGURIDAD DEL PACIENTE,3180
2022,SEP,motivo_especifico_legacy_2021_2023,DEFICIENCIAS EN LA SEGURIDAD DEL PACIENTE,3410
2022,OCT,motivo_especifico_legacy_2021_2023,DEFICIENCIAS EN LA SEGURIDAD DEL PACIENTE,3406
2022,ENE,motivo_especifico_legacy_2021_2023,FALTA DE OPORTUNIDAD EN LA ENTREGA DE MEDICAMENTOS NO POS,3181
2022,FEB,motivo_especifico_legacy_2021_2023,FALTA DE OPORTUNIDAD EN LA ENTREGA DE MEDICAMENTOS NO POS,3092
2022,MAR,motivo_especifico_legacy_2021_2023,FALTA DE OPORTUNIDAD EN LA ENTREGA DE MEDICAMENTOS NO POS,3607
2022,ABR,motivo_especifico_legacy_2021_2023,FALTA DE OPORTUNIDAD EN LA ENTREGA DE MEDICAMENTOS NO POS,2824
2022,MAY,motivo_especifico_legacy_2021_2023,FALTA DE OPORTUNIDAD EN LA ENTREGA DE MEDICAMENTOS NO POS,3068
2022,JUN,motivo_especifico_legacy_2021_2023,FALTA DE OPORTUNIDAD EN LA ENTREGA DE MEDICAMENTOS NO POS,2652
2022,JUL,motivo_especifico_legacy_2021_2023,FALTA DE OPORTUNIDAD EN LA ENTREGA DE MEDICAMENTOS NO POS,2649
2022,AGO,motivo_especifico_legacy_2021_2023,FALTA DE OPORTUNIDAD EN LA ENTREGA DE MEDICAMENTOS NO POS,2351
2022,SEP,motivo_especifico_legacy_2021_2023,FALTA DE OPORTUNIDAD EN LA ENTREGA DE MEDICAMENTOS NO POS,2264
2022,OCT,motivo_especifico_legacy_2021_2023,FALTA DE OPORTUNIDAD EN LA ENTREGA DE MEDICAMENTOS NO POS,2078
2022,ENE,motivo_especifico_legacy_2021_2023,FALTA DE OPORTUNIDAD EN LA ASIGNACIÓN DE CITAS DE CONSULTA M,3130
2022,FEB,motivo_especifico_legacy_2021_2023,FALTA DE OPORTUNIDAD EN LA ASIGNACIÓN DE CITAS DE CONSULTA M,2926
2022,MAR,motivo_especifico_legacy_2021_2023,FALTA DE OPORTUNIDAD EN LA ASIGNACIÓN DE CITAS DE CONSULTA M,3597
2022,ABR,motivo_especifico_legacy_2021_2023,FALTA DE OPORTUNIDAD EN LA ASIGNACIÓN DE CITAS DE CONSULTA M,2679
2022,MAY,motivo_especifico_legacy_2021_2023,FALTA DE OPORTUNIDAD EN LA ASIGNACIÓN DE CITAS DE CONSULTA M,2733
2022,JUN,motivo_especifico_legacy_2021_2023,FALTA DE OPORTUNIDAD EN LA ASIGNACIÓN DE CITAS DE CONSULTA M,2329
2022,JUL,motivo_especifico_legacy_2021_2023,FALTA DE OPORTUNIDAD EN LA ASIGNACIÓN DE CITAS DE CONSULTA M,2557
2022,AGO,motivo_especifico_legacy_2021_2023,FALTA DE OPORTUNIDAD EN LA ASIGNACIÓN DE CITAS DE CONSULTA M,2061
2022,SEP,motivo_especifico_legacy_2021_2023,FALTA DE OPORTUNIDAD EN LA ASIGNACIÓN DE CITAS DE CONSULTA M,2002
2022,OCT,motivo_especifico_legacy_2021_2023,FALTA DE OPORTUNIDAD EN LA ASIGNACIÓN DE CITAS DE CONSULTA M,1522
2022,ENE,motivo_especifico_legacy_2021_2023,"DEFICIENTE INFORMACIÓN SOBRE DERECHOS, DEBERES Y TRÁMITES",2350
2022,FEB,motivo_especifico_legacy_2021_2023,"DEFICIENTE INFORMACIÓN SOBRE DERECHOS, DEBERES Y TRÁMITES",2330
2022,MAR,motivo_especifico_legacy_2021_2023,"DEFICIENTE INFORMACIÓN SOBRE DERECHOS, DEBERES Y TRÁMITES",2584
2022,ABR,motivo_especifico_legacy_2021_2023,"DEFICIENTE INFORMACIÓN SOBRE DERECHOS, DEBERES Y TRÁMITES",1911
2022,MAY,motivo_especifico_legacy_2021_2023,"DEFICIENTE INFORMACIÓN SOBRE DERECHOS, DEBERES Y TRÁMITES",2385
2022,JUN,motivo_especifico_legacy_2021_2023,"DEFICIENTE INFORMACIÓN SOBRE DERECHOS, DEBERES Y TRÁMITES",2186
2022,JUL,motivo_especifico_legacy_2021_2023,"DEFICIENTE INFORMACIÓN SOBRE DERECHOS, DEBERES Y TRÁMITES",2667
2022,AGO,motivo_especifico_legacy_2021_2023,"DEFICIENTE INFORMACIÓN SOBRE DERECHOS, DEBERES Y TRÁMITES",2833
2022,SEP,motivo_especifico_legacy_2021_2023,"DEFICIENTE INFORMACIÓN SOBRE DERECHOS, DEBERES Y TRÁMITES",3192
2022,OCT,motivo_especifico_legacy_2021_2023,"DEFICIENTE INFORMACIÓN SOBRE DERECHOS, DEBERES Y TRÁMITES",3010
2022,ENE,otro_vigilado,DIRECCION_SECCIONAL_SALUD_ANTIOQUIA,171
2022,FEB,otro_vigilado,DIRECCION_SECCIONAL_SALUD_ANTIOQUIA,214
2022,MAR,otro_vigilado,DIRECCION_SECCIONAL_SALUD_ANTIOQUIA,285
2022,ABR,otro_vigilado,DIRECCION_SECCIONAL_SALUD_ANTIOQUIA,222
2022,MAY,otro_vigilado,DIRECCION_SECCIONAL_SALUD_ANTIOQUIA,260
2022,JUN,otro_vigilado,DIRECCION_SECCIONAL_SALUD_ANTIOQUIA,172
2022,JUL,otro_vigilado,DIRECCION_SECCIONAL_SALUD_ANTIOQUIA,159
2022,AGO,otro_vigilado,DIRECCION_SECCIONAL_SALUD_ANTIOQUIA,205
2022,SEP,otro_vigilado,DIRECCION_SECCIONAL_SALUD_ANTIOQUIA,131
2022,OCT,otro_vigilado,DIRECCION_SECCIONAL_SALUD_ANTIOQUIA,141
2025,ENE,capital_departamento,MEDELLIN,13174
2025,FEB,capital_departamento,MEDELLIN,13024
2025,MAR,capital_departamento,MEDELLIN,14700
2025,ABR,capital_departamento,MEDELLIN,14332
2025,MAY,capital_departamento,MEDELLIN,15946
