anio,semana,casos_dengue,temperatura_promedio,precipitacion_acumulada,temperatura_lag2,precipitacion_lag2,temperatura_lag4,precipitacion_lag4,casos_dengue_semana_siguiente
2020,47,12,20.81556886227545,0.676,21.37393939393939,2.657,21.12546583850932,0.924,4.0
2020,48,4,21.475757575757576,0.175,20.275694444444444,0.732,21.112676056338028,4.684,7.0
2020,49,7,21.50718562874252,0.168,20.81556886227545,0.676,21.37393939393939,2.657,7.0
2020,50,7,21.87702702702703,0.104,21.475757575757576,0.175,20.275694444444444,0.732,5.0
2020,51,5,21.86625,6.224,21.50718562874252,0.168,20.81556886227545,0.676,5.0
2020,52,5,21.16216216216216,41.654,21.87702702702703,0.104,21.475757575757576,0.175,2.0
2020,53,2,21.34331210191083,1.006,21.86625,6.224,21.50718562874252,0.168,4.0
2021,1,4,20.79824561403509,4.157,21.16216216216216,41.654,21.87702702702703,0.104,6.0
2021,2,6,22.226595744680854,9.776,21.34331210191083,1.006,21.86625,6.224,5.0
2021,3,5,22.061486486486487,3.492,20.79824561403509,4.157,21.16216216216216,41.654,6.0
2021,4,6,22.497350993377484,0.004,22.226595744680854,9.776,21.34331210191083,1.006,7.0
2021,5,7,23.397959183673468,1.098,22.061486486486487,3.492,20.79824561403509,4.157,7.0
2021,6,7,21.885802469135804,2.532,22.497350993377484,0.004,22.226595744680854,9.776,4.0
2021,7,4,21.081617647058824,0.768,23.397959183673468,1.098,22.061486486486487,3.492,5.0
2021,8,5,22.01095890410959,13.375,21.885802469135804,2.532,22.497350993377484,0.004,4.0
2021,9,4,21.064462809917355,51.03,21.081617647058824,0.768,23.397959183673468,1.098,5.0
2021,10,5,20.11926605504588,22.298,22.01095890410959,13.375,21.885802469135804,2.532,4.0
2021,12,4,20.632608695652173,53.73,20.11926605504588,22.298,22.01095890410959,13.375,1.0
2021,13,1,21.9688524590164,14.651,19.77338129496403,121.614,21.064462809917355,51.03,8.0
2021,14,8,21.49051724137931,13.827,20.632608695652173,53.73,20.11926605504588,22.298,4.0
2021,15,4,22.4336,9.414,21.9688524590164,14.651,19.77338129496403,121.614,1.0
2021,16,1,27.0,0.0,21.49051724137931,13.827,20.632608695652173,53.73,2.0
2021,17,2,,0.0,22.4336,9.414,21.9688524590164,14.651,4.0
