anio,mes,categoria,proporcion,total_medellin,reclamos_estimados_medellin
2025,JUL,FALTA DE OPORTUNIDAD EN LAS CITAS O CONSULTAS,0.1772384147620046,18804,3332.7911511847346
2025,JUL,FALTA DE OPORTUNIDAD EN LA ATENCIÓN EN OTROS SERVICIOS DE SA,0.11732019291256028,18804,2206.0889075277837
2025,JUL,FALTA DE OPORTUNIDAD EN LA ENTREGA O ENTREGA INCOMPLETA DE T,0.09816523380163557,18804,1845.8990564059552
2025,JUL,NEGACIÓN EN LA ATENCIÓN EN OTROS SERVICIOS DE SALUD,0.06759802893688405,18804,1271.1133361291677
2025,JUL,FALTA DE OPORTUNIDAD EN LA AUTORIZACIÓN DE OTROS SERVICIOS D,0.07106835814636192,18804,1336.3694065841896
2025,JUL,FALTA DE OPORTUNIDAD EN LA AUTORIZACIÓN DE TECNOLOGÍAS EN SA,0.039232543510169846,18804,737.7287481652338
2025,JUL,FALTA DE OPORTUNIDAD EN LA AUTORIZACIÓN DE CITAS DE CONSULTA,0.0342000419375131,18804,643.0975885929964
2025,JUL,FALTA DE OPORTUNIDAD EN EL PROCESO DE REFERENCIA Y CONTRARRE,0.02055986579995806,18804,386.6077165024114
2025,AGO,NEGACIÓN PARA LA ENTREGA DE TECNOLOGÍAS EN SALUD Y/O DE OTRO,0.16834209148680976,14221,2393.9928830339218
2025,AGO,NEGACIÓN EN LA ASIGNACIÓN DE CITAS O CONSULTAS,0.1939671453279172,14221,2758.4067737083105
2025,AGO,FALTA DE OPORTUNIDAD EN LAS CITAS O CONSULTAS,0.1817410723160622,14221,2584.5397894067205
2025,AGO,FALTA DE OPORTUNIDAD EN LA ATENCIÓN EN OTROS SERVICIOS DE SA,0.12051793488704964,14221,1713.885552028733
2025,AGO,FALTA DE OPORTUNIDAD EN LA ENTREGA O ENTREGA INCOMPLETA DE T,0.08746446486909155,14221,1243.832154903351
2025,AGO,NEGACIÓN EN LA ATENCIÓN EN OTROS SERVICIOS DE SALUD,0.07505947371559968,14221,1067.420775709543
2025,AGO,FALTA DE OPORTUNIDAD EN LA AUTORIZACIÓN DE OTROS SERVICIOS D,0.07279317725486557,14221,1035.1917737414433
2025,AGO,FALTA DE OPORTUNIDAD EN LA AUTORIZACIÓN DE TECNOLOGÍAS EN SA,0.0416746738057214,14221,592.6555361911641
2025,AGO,FALTA DE OPORTUNIDAD EN LA AUTORIZACIÓN DE CITAS DE CONSULTA,0.03779811407025519,14221,537.5269801930991
2025,AGO,FALTA DE OPORTUNIDAD EN EL PROCESO DE REFERENCIA Y CONTRARRE,0.02064185226662779,14221,293.5477810837138
2025,SEP,NEGACIÓN PARA LA ENTREGA DE TECNOLOGÍAS EN SALUD Y/O DE OTRO,0.16234514329795927,19037,3090.5644929632504
2025,SEP,NEGACIÓN EN LA ASIGNACIÓN DE CITAS O CONSULTAS,0.19466902155432736,19037,3705.91416332973
2025,SEP,FALTA DE OPORTUNIDAD EN LAS CITAS O CONSULTAS,0.1855945837583804,19037,3533.1640910082874
2025,SEP,FALTA DE OPORTUNIDAD EN LA ATENCIÓN EN OTROS SERVICIOS DE SA,0.12196694021934966,19037,2321.8846409557596
