anio,mes,categoria,proporcion,total_medellin,reclamos_estimados_medellin,variacion_pct,promedio_movil_3m,z_score,nivel_riesgo
2026,ABR,FALTA DE OPORTUNIDAD EN LA ATENCIÓN EN OTROS SERVICIOS DE SA,0.1238256952467644,16092,1992.6030879109337,-0.201773620423229,1936.0817562284983,1.078447202556335,medio
2024,ENE,FALTA DE OPORTUNIDAD EN LA AUTORIZACIÓN DE CITAS DE CONSULTA,0.0433136217449942,8855,383.5421205519245,,383.5421205519245,-1.0834597843649585,bajo
2024,FEB,FALTA DE OPORTUNIDAD EN LA AUTORIZACIÓN DE CITAS DE CONSULTA,0.0454605925841458,9055,411.6456658494403,7.327368701271797,397.5938932006824,-0.7805681455424153,bajo
2024,MAR,FALTA DE OPORTUNIDAD EN LA AUTORIZACIÓN DE CITAS DE CONSULTA,0.0418696536115692,9066,379.5902796424873,-7.787130745274817,391.592688681284,-1.1260515483845392,bajo
2024,ABR,FALTA DE OPORTUNIDAD EN LA AUTORIZACIÓN DE CITAS DE CONSULTA,0.0431346163799158,12642,545.3078202748964,43.656950538482754,445.5145885889413,0.6600027352445303,medio
2024,MAY,FALTA DE OPORTUNIDAD EN LA AUTORIZACIÓN DE CITAS DE CONSULTA,0.0432231520875216,11462,495.4237692271728,-9.147870100703193,473.44062304818544,0.12236729412856669,medio
2024,JUN,FALTA DE OPORTUNIDAD EN LA AUTORIZACIÓN DE CITAS DE CONSULTA,0.0410928923478276,10009,411.2987595094066,-16.98041453461053,484.01011633715854,-0.7843069987276053,bajo
2024,JUL,FALTA DE OPORTUNIDAD EN LA AUTORIZACIÓN DE CITAS DE CONSULTA,0.040500251674604,11816,478.550973787122,16.35118334855501,461.7578341745671,-0.05948266850964372,bajo
2024,AGO,FALTA DE OPORTUNIDAD EN LA AUTORIZACIÓN DE CITAS DE CONSULTA,0.0377633163100699,11212,423.40230246850433,-11.524095517387856,437.7506785883443,-0.6538586185097462,bajo
2024,SEP,FALTA DE OPORTUNIDAD EN LA AUTORIZACIÓN DE CITAS DE CONSULTA,0.0342227869546802,12446,425.93680643795005,0.5986042009382464,442.6300275645255,-0.6265424897871714,bajo
2024,OCT,FALTA DE OPORTUNIDAD EN LA AUTORIZACIÓN DE CITAS DE CONSULTA,0.0314837718086958,14117,444.4564066233594,4.3479689722722314,431.2651718432712,-0.4269437562070085,bajo
2024,NOV,FALTA DE OPORTUNIDAD EN LA AUTORIZACIÓN DE CITAS DE CONSULTA,0.0302815251230207,11777,356.62552137381584,-19.76141730452613,409.0062448117084,-1.3735588715184748,bajo
2025,ENE,FALTA DE OPORTUNIDAD EN LA AUTORIZACIÓN DE CITAS DE CONSULTA,0.0279361130524547,13174,368.0303533530388,3.197985364392464,389.7040937834047,-1.2506409900870552,bajo
2025,FEB,FALTA DE OPORTUNIDAD EN LA AUTORIZACIÓN DE CITAS DE CONSULTA,0.0302441402390018,13024,393.8996824727599,7.0291292237261604,372.85185239987146,-0.9718290676281235,bajo
2025,MAR,FALTA DE OPORTUNIDAD EN LA AUTORIZACIÓN DE CITAS DE CONSULTA,0.0310650522785559,14700,456.6562684947721,15.932124044388418,406.1954347735236,-0.295457279446815,bajo
2025,ABR,FALTA DE OPORTUNIDAD EN LA AUTORIZACIÓN DE CITAS DE CONSULTA,0.0314411741539107,14332,450.6149079738493,-1.3229557848480455,433.7236196471271,-0.3605692633452262,bajo
2025,MAY,FALTA DE OPORTUNIDAD EN LA AUTORIZACIÓN DE CITAS DE CONSULTA,0.0306206945154072,15946,488.277594742684,8.358064969084511,465.1829237371018,0.04534795446859954,medio
2025,JUN,FALTA DE OPORTUNIDAD EN LA AUTORIZACIÓN DE CITAS DE CONSULTA,0.0331988224118998,14501,481.4161237949595,-1.405239769672495,473.4362088371643,-0.028602935288830886,bajo
2025,JUL,FALTA DE OPORTUNIDAD EN LA AUTORIZACIÓN DE CITAS DE CONSULTA,0.0342000419375131,18804,643.0975885929964,33.584555399498605,537.59710237688,1.713951725394336,alto
2025,AGO,FALTA DE OPORTUNIDAD EN LA AUTORIZACIÓN DE CITAS DE CONSULTA,0.0377981140702551,14221,537.5269801930991,-16.41595463464113,554.0135641936849,0.5761431588515115,medio
2025,SEP,FALTA DE OPORTUNIDAD EN LA AUTORIZACIÓN DE CITAS DE CONSULTA,0.0371351573562325,19037,706.9419905905997,31.517489659149867,629.1888531255651,2.402047670086718,alto
2025,OCT,FALTA DE OPORTUNIDAD EN LA AUTORIZACIÓN DE CITAS DE CONSULTA,0.0369146789329202,17694,653.1683290390907,-7.606516838331379,632.5457666075965,1.8224911657240799,alto
2026,ENE,FALTA DE OPORTUNIDAD EN LA AUTORIZACIÓN DE CITAS DE CONSULTA,0.0343683583017987,14509,498.6505106007983,-23.656661165064673,619.5869434101629,0.15714415136729865,medio
2026,FEB,FALTA DE OPORTUNIDAD EN LA AUTORIZACIÓN DE CITAS DE CONSULTA,0.0349886855568673,15875,555.4453832152697,11.38971512252982,569.0880742850529,0.7692623685103648,medio
2026,MAR,FALTA DE OPORTUNIDAD EN LA AUTORIZACIÓN DE CITAS DE CONSULTA,0.0348092771435261,16504,574.4923099767558,3.429126847941455,542.8627345976079,0.9745444708303679,medio
2026,ABR,FALTA DE OPORTUNIDAD EN LA AUTORIZACIÓN DE CITAS DE CONSULTA,0.0334173581206455,16092,537.7521268774289,-6.395243671897621,555.8966066898181,0.5785697227412325,medio
2024,ENE,FALTA DE OPORTUNIDAD EN LA AUTORIZACIÓN DE OTROS SERVICIOS D,0.0803610333022097,8855,711.5969498910675,,711.5969498910675,-1.2169404601457665,bajo
2024,FEB,FALTA DE OPORTUNIDAD EN LA AUTORIZACIÓN DE OTROS SERVICIOS D,0.0812380029268107,9055,735.6101165022711,3.3745460284617,723.6035331966693,-1.0820248329105118,bajo
2024,MAR,FALTA DE OPORTUNIDAD EN LA AUTORIZACIÓN DE OTROS SERVICIOS D,0.0777360082857033,9066,704.7546511181864,-4.194540652975021,717.3205725038416,-1.2553832463730346,bajo
2024,ABR,FALTA DE OPORTUNIDAD EN LA AUTORIZACIÓN DE OTROS SERVICIOS D,0.080901435109537,12642,1022.7559426547678,45.12226929358043,821.0402367584084,0.5312758979174976,medio
2024,MAY,FALTA DE OPORTUNIDAD EN LA AUTORIZACIÓN DE OTROS SERVICIOS D,0.0804463353437125,11462,922.0758957096326,-9.84399530192901,883.1954964941956,-0.03438509563677891,bajo
2024,JUN,FALTA DE OPORTUNIDAD EN LA AUTORIZACIÓN DE OTROS SERVICIOS D,0.0763729000516506,10009,764.4163566169713,-17.09832561790655,903.0827316604573,-0.9201797911345188,bajo
2024,JUL,FALTA DE OPORTUNIDAD EN LA AUTORIZACIÓN DE OTROS SERVICIOS D,0.0751461648662252,11816,887.9270840593178,16.157520227453027,858.1397787953073,-0.22624685288587293,bajo
2024,AGO,FALTA DE OPORTUNIDAD EN LA AUTORIZACIÓN DE OTROS SERVICIOS D,0.0702150596863417,11212,787.2512492032641,-11.338299806758467,813.1982299598511,-0.7918841812297426,bajo
2024,SEP,FALTA DE OPORTUNIDAD EN LA AUTORIZACIÓN DE OTROS SERVICIOS D,0.0647042213751235,12446,805.3087392347875,2.2937391397979123,826.8290241657897,-0.6904299401734764,bajo
2024,OCT,FALTA DE OPORTUNIDAD EN LA AUTORIZACIÓN DE OTROS SERVICIOS D,0.06117842004779,14117,863.6557558146516,7.2452978264343715,818.7385814175677,-0.36261293600104677,bajo
2024,NOV,FALTA DE OPORTUNIDAD EN LA AUTORIZACIÓN DE OTROS SERVICIOS D,0.0603755899976567,11777,711.0433234024035,-17.670516451117134,793.3359394839475,-1.2200509564073179,bajo
2025,ENE,FALTA DE OPORTUNIDAD EN LA AUTORIZACIÓN DE OTROS SERVICIOS D,0.0562633445111981,13174,741.2133005905247,4.243057517755067,771.9707932691932,-1.05054389130789,bajo
